Title,Country,Publication_Year,Long_Lat,Level_1 ,Level_1_Interaction,Level_2,Level_2_Interaction,Study_Treatment,Soil_Depth_Increment,MAP,MAT,Mean_annual_evapotranspiration,Mean_annual_precipitation,Mean_annual_temperature,Elevation,Plot_sample_size,Sample_number,Plot_size,Study_start_t0,Study_end_tx,Study_duration,Indicators included,Soil_Depth_Increment,MAP,MAT,Mean_annual_evapotranspiration,Mean_annual_precipitation ,Mean_annual_temperature,Elevation ,Plot_sample_size,Sample_number,Plot_size ,Study_start_t0,Study_end_tx,Study_duration ,Indicators included,OC_t0,OC_t0_SD,OC_tx,OC_tx_SD,OM_t0,OM_t0_SD,OM_tx,OM_tx_SD,BD_t0,BD_t0_SD,BD_tx,BD_tx_SD,SOC_stock_t0,SOC_stock_t0_SD,SOC_stock_tx,SOC_stock_tx_SD,SOC_stock_absDelta,SOC_stock_percDelta,SOC_abs_delta_annualized,OC_absDelta,OC_percDelta,OM_absDelta,OM_percDelta,Dominant_Veg,Soil_Texture,Sand,Animal_Category,Animal_Size_Class,Animal_type,Study_quality,Reviewer,Comment ,Comment_2,Outlier
"Effect of fire and soil texture on soil carbon in a sub-humid savanna (Matopos, Zimbabwe)",Zimbabwe,2000,"28.416667, -20.316667",Fire management,,Fire inducement,,Treatment: Clay - Frequent burning (low canopy cover),0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",,,14.5,,,,,,,,1.24,,,,9,,-8.1,-47.36842105,,-19.35,-332.1888412,,,Mixed,Clay loam,,,,,Good,Idowu,jk - reviewed,JASPER - I think we are slighly mis-interpreting this study,0
"Effect of fire and soil texture on soil carbon in a sub-humid savanna (Matopos, Zimbabwe)",Zimbabwe,2000,"28.416667, -20.316667",Fire management,,Fire inducement,,Treatment: Clay - Frequent burning (high canopy cover),0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",,,16,,,,,,,,1.3,,,,10.35,,-6.75,-123.853211,,-17.85,-306.4377682,,,Mixed,Clay loam,,,,,Good,Idowu,jk - reviewed,JASPER - I think we are slighly mis-interpreting this study,0
"Effect of fire and soil texture on soil carbon in a sub-humid savanna (Matopos, Zimbabwe)",Zimbabwe,2000,"28.416667, -20.316667",Fire management,,Fire inducement,,Treatment: Clay - Intermediate (low canopy cover),0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",,,15.95,,,,,,,,1.18,,,,9.15,,-7.95,-121.3740458,,-17.9,-307.2961373,,,Mixed,Clay loam,,,,,Good,Idowu,jk - reviewed,JASPER - I think we are slighly mis-interpreting this study,0
"Effect of fire and soil texture on soil carbon in a sub-humid savanna (Matopos, Zimbabwe)",Zimbabwe,2000,"28.416667, -20.316667",Fire management,,Fire inducement,,Treatment: Clay - Intermediate (high canopy cover),0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",,,17.55,,,,,,,,1.31,,,,11.4,,-5.7,-82.60869565,,-16.3,-279.8283262,,,Mixed,Clay loam,,,,,Good,Idowu,jk - reviewed,JASPER - I think we are slighly mis-interpreting this study,0
"Effect of fire and soil texture on soil carbon in a sub-humid savanna (Matopos, Zimbabwe)",Zimbabwe,2000,"28.416667, -20.316667",Fire management,,Fire inducement,,Treatment: Clay - Infrequent (low canopy cover),0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",,,22.65,,,,,,,,1.025,,,,11.4,,-5.7,-73.07692308,,-11.2,-192.2746781,,,Mixed,Clay loam,,,,,Good,Idowu,jk - reviewed,JASPER - I think we are slighly mis-interpreting this study,0
"Effect of fire and soil texture on soil carbon in a sub-humid savanna (Matopos, Zimbabwe)",Zimbabwe,2000,"28.416667, -20.316667",Fire management,,Fire inducement,,Treatment: Clay - Infrequent (high canopy cover),0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",,,16.8,,,,,,,,1.345,,,,10.9,,-6.2,-139.3258427,,-17.05,-292.7038627,,,Mixed,Clay loam,,,,,Good,Idowu,jk - reviewed,JASPER - I think we are slighly mis-interpreting this study,0
"Effect of fire and soil texture on soil carbon in a sub-humid savanna (Matopos, Zimbabwe)",Zimbabwe,2000,"28.416667, -20.316667",Fire management,,Control,,Control: Clay - No burning,0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",,,33.85,,,,,,,,1.085,,,,17.1,,,,,,,,,Mixed,Clay loam,,,,,Good,Idowu,jk - reviewed,JASPER - I think we are slighly mis-interpreting this study,0
"Effect of fire and soil texture on soil carbon in a sub-humid savanna (Matopos, Zimbabwe)",Zimbabwe,2000,"28.5, -20.416667",Fire management,,Fire inducement,,Treatment: Sand - Frequent burning (low canopy cover),0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",,,5.825,,,,,,,,1.86,,,,5.45,,-3.675,-29.75708502,,-6.525,-52.8340081,,,Mixed,Loamy sand,,,,,Good,Idowu,jk - reviewed,JASPER - I think we are slighly mis-interpreting this study,0
"Effect of fire and soil texture on soil carbon in a sub-humid savanna (Matopos, Zimbabwe)",Zimbabwe,2000,"28.5, -20.416667",Fire management,,Fire inducement,,Treatment: Sand - Intermediate (low canopy cover),0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",,,7.05,,,,,,,,1.88,,,,6.55,,-2.575,-20.85020243,,-5.3,-42.91497976,,,Mixed,Loamy sand,,,,,Good,Idowu,jk - reviewed,JASPER - I think we are slighly mis-interpreting this study,0
"Effect of fire and soil texture on soil carbon in a sub-humid savanna (Matopos, Zimbabwe)",Zimbabwe,2000,"28.5, -20.416667",Fire management,,Fire inducement,,Treatment: Sand - Intermediate (high canopy cover) ,0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",,,9.2,,,,,,,,1.515,,,,6.9,,-2.225,-18.01619433,,-3.15,-25.50607287,,,Mixed,Loamy sand,,,,,Good,Idowu,jk - reviewed,JASPER - I think we are slighly mis-interpreting this study,0
"Effect of fire and soil texture on soil carbon in a sub-humid savanna (Matopos, Zimbabwe)",Zimbabwe,2000,"28.5, -20.416667",Fire management,,Fire inducement,,Treatment: Sand - Infrequent (low canopy cover),0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",,,8.55,,,,,,,,1.85,,,,7.8,,-1.325,-10.72874494,,-3.8,-30.76923077,,,Mixed,Loamy sand,,,,,Good,Idowu,jk - reviewed,JASPER - I think we are slighly mis-interpreting this study,0
"Effect of fire and soil texture on soil carbon in a sub-humid savanna (Matopos, Zimbabwe)",Zimbabwe,2000,"28.5, -20.416667",Fire management,,Fire inducement,,Treatment: Sand - Infrequent (high canopy cover),0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",,,4.9,,,,,,,,1.905,,,,4.45,,-4.675,-37.85425101,,-7.45,-60.32388664,,,Mixed,Loamy sand,,,,,Good,Idowu,jk - reviewed,JASPER - I think we are slighly mis-interpreting this study,0
"Effect of fire and soil texture on soil carbon in a sub-humid savanna (Matopos, Zimbabwe)",Zimbabwe,2000,"28.5, -20.416667",Fire management,,Control,,Control: Sand - No burning,0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",0-5,630,17.7,,,,1400,,3,621,1947,1997,600,"δ13C, CO2, Water content",,,12.35,,,,,,,,1.4875,,,,9.125,,,,,,,,,Mixed,Loamy sand,,,,,Good,Idowu,jk - reviewed,JASPER - I think we are slighly mis-interpreting this study,0
"The effect of fire history on soil nutrients and soil organic carbon in a semi-arid savanna woodland, central Namibia",Namibia,2018,"17.133333, -20.616667",Fire management,,Fire inducement,,"1 year since burn, 6 year burn frequency",0-10,450,21.5,2900,,,1650,6,4,200,02/2014,04/2014,12,"Olsen P, exchangeable Ca, Mg, K, Na, texture",0-10,450,21.5,2900,,,1650,6.00,4,200,02/2014,04/2014,12,"Olsen P, exchangeable Ca, Mg, K, Na, texture",,,3.9,0.3,,,,,,,,,,,,,,,,0,0,,,mixed,sandy,94.9,,,,Good,Idowu,"jk - reviewed. study duration reflects years since last treatment, but we do not know how long these sites have been under these fire regimes; presumably decades if not centuries",,0
"The effect of fire history on soil nutrients and soil organic carbon in a semi-arid savanna woodland, central Namibia",Namibia,2018,"17.133333, -20.616667",Fire management,,Control,,"2 years since burn, 9 year burn frequency (control)",0-10,450,21.5,2900,,,1650,6,4,200,02/2014,04/2014,24,"Olsen P, exchangeable Ca, Mg, K, Na, texture",0-10,450,21.5,2900,,,1650,6.00,4,200,02/2014,04/2014,24,"Olsen P, exchangeable Ca, Mg, K, Na, texture",,,3.2,0.2,,,,,,,,,,,,,,,,,,,,mixed,sandy,94.9,,,,Good,Idowu,"jk - reviewed. study duration reflects years since last treatment, but we do not know how long these sites have been under these fire regimes; presumably decades if not centuries",,0
"The effect of fire history on soil nutrients and soil organic carbon in a semi-arid savanna woodland, central Namibia",Namibia,2018,"17.133333, -20.616667",Fire management,,Fire suppression,,"14 years since burn, 9 year burn frequency",0-10,450,21.5,2900,,,1650,6,4,200,02/2014,04/2014,168,"Olsen P, exchangeable Ca, Mg, K, Na, texture",0-10,450,21.5,2900,,,1650,6.00,4,200,02/2014,04/2014,168,"Olsen P, exchangeable Ca, Mg, K, Na, texture",,,3.9,0.2,,,,,,,,,,,,,,,,0,0,,,mixed,sandy,94.9,,,,Good,Idowu,"jk - reviewed. study duration reflects years since last treatment, but we do not know how long these sites have been under these fire regimes; presumably decades if not centuries",,0
"The effect of fire history on soil nutrients and soil organic carbon in a semi-arid savanna woodland, central Namibia",Namibia,2018,"17.133333, -20.616667",Fire management,,Fire suppression,,"24 years since burn, 18 year burn frequency",0-10,450,21.5,2900,,,1650,6,4,200,02/2014,04/2014,288,"Olsen P, exchangeable Ca, Mg, K, Na, texture",0-10,450,21.5,2900,,,1650,6.00,4,200,02/2014,04/2014,288,"Olsen P, exchangeable Ca, Mg, K, Na, texture",,,3.5,0.2,,,,,,,,,,,,,,,,-0.4,-10.25641026,,,mixed,sandy,94.9,,,,Good,Idowu,"jk - reviewed. study duration reflects years since last treatment, but we do not know how long these sites have been under these fire regimes; presumably decades if not centuries",,0
Soil Organic Carbon Content and Stocks in Relation to Grazing Management in Semi-Arid Grasslands of Kenya,Kenya,2017,"37.1667, -1.5833",Grazing management,,Decrease in grazing intensity ,,Ungrazed ,0-10,,,,,,,,,,,,,,0-10,,,,,,,,,,,,,,,,,,,,,,,,1.22,,,,20.95,1.43,2.29,12.27224009,,,,,,,,,,,,,Raqib,,,0
Soil Organic Carbon Content and Stocks in Relation to Grazing Management in Semi-Arid Grasslands of Kenya,Kenya,2017,"37.1667, -1.5833",Grazing management,,Decrease in grazing intensity ,,Ungrazed ,10-20,,,,,,,,,,,,,,10-20,,,,,,,,,,,,,,,,,,,,,,,,1.17,,,,19.42,1.65,4.47,29.89966555,,,,,,,,,,,,,Raqib,,,0
Soil Organic Carbon Content and Stocks in Relation to Grazing Management in Semi-Arid Grasslands of Kenya,Kenya,2017,"37.1667, -1.5833",Grazing management,,Decrease in grazing intensity ,,Ungrazed ,20-30,,,,,,,,,,,,,,20-30,,,,,,,,,,,,,,,,,,,,,,,,1.13,,,,15.93,4.73,3.96,33.08270677,,,,,,,,,,,,,Raqib,,,0
Soil Organic Carbon Content and Stocks in Relation to Grazing Management in Semi-Arid Grasslands of Kenya,Kenya,2017,"37.1667, -1.5833",Grazing management,,Decrease in grazing intensity ,,Ungrazed ,30-60,,,,,,,,,,,,,,30-60,,,,,,,,,,,,,,,,,,,,,,,,1.06,,,,38.76,3.57,11.97,44.68085106,,,,,,,,,,,,,Raqib,,,0
Soil Organic Carbon Content and Stocks in Relation to Grazing Management in Semi-Arid Grasslands of Kenya,Kenya,2017,"37.1667, -1.5833",Grazing management,,Decrease in grazing intensity ,,Ungrazed ,60-90,,,,,,,,,,,,,,60-90,,,,,,,,,,,,,,,,,,,,,,,,1.08,,,,33.47,2.82,12.37,58.62559242,,,,,,,,,,,,,Raqib,,,0
Soil Organic Carbon Content and Stocks in Relation to Grazing Management in Semi-Arid Grasslands of Kenya,Kenya,2017,"37.1667, -1.5833",Grazing management,,Decrease in grazing intensity ,,Ungrazed ,90-120,,,,,,,,,,,,,,90-120,,,,,,,,,,,,,,,,,,,,,,,,1.07,,,,28.6,2.04,11.55,,,,,,,,,,,,,,Raqib,,,0
Soil Organic Carbon Content and Stocks in Relation to Grazing Management in Semi-Arid Grasslands of Kenya,Kenya,2017,"37.1667, -1.5833",Grazing management,,Improved grazing methods,,Rotationally_grazed,0-10,,,,,,,,,,,,,,0-10,,,,,,,,,,,,,,,,,,,,,,,,1.45,,,,20.9,1.8,2.24,12.00428725,,,,,,,,,,,,,Raqib,,,0
Soil Organic Carbon Content and Stocks in Relation to Grazing Management in Semi-Arid Grasslands of Kenya,Kenya,2017,"37.1667, -1.5833",Grazing management,,Improved grazing methods,,Rotationally_grazed,10-20,,,,,,,,,,,,,,10-20,,,,,,,,,,,,,,,,,,,,,,,,1.38,,,,18.85,0.51,3.9,26.08695652,,,,,,,,,,,,,Raqib,,,0
Soil Organic Carbon Content and Stocks in Relation to Grazing Management in Semi-Arid Grasslands of Kenya,Kenya,2017,"37.1667, -1.5833",Grazing management,,Improved grazing methods,,Rotationally_grazed,20-30,,,,,,,,,,,,,,20-30,,,,,,,,,,,,,,,,,,,,,,,,1.24,,,,13.67,2.11,1.7,14.2021721,,,,,,,,,,,,,Raqib,,,0
Soil Organic Carbon Content and Stocks in Relation to Grazing Management in Semi-Arid Grasslands of Kenya,Kenya,2017,"37.1667, -1.5833",Grazing management,,Improved grazing methods,,Rotationally_grazed,30-60,,,,,,,,,,,,,,30-60,,,,,,,,,,,,,,,,,,,,,,,,1.14,,,,28.63,2.52,1.84,6.868234416,,,,,,,,,,,,,Raqib,,,0
Soil Organic Carbon Content and Stocks in Relation to Grazing Management in Semi-Arid Grasslands of Kenya,Kenya,2017,"37.1667, -1.5833",Grazing management,,Improved grazing methods,,Rotationally_grazed,60-90,,,,,,,,,,,,,,60-90,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,23.14,2.87,2.04,9.668246445,,,,,,,,,,,,,Raqib,,,0
Soil Organic Carbon Content and Stocks in Relation to Grazing Management in Semi-Arid Grasslands of Kenya,Kenya,2017,"37.1667, -1.5833",Grazing management,,Improved grazing methods,,Rotationally_grazed,90-120,,,,,,,,,,,,,,90-120,,,,,,,,,,,,,,,,,,,,,,,,1.08,,,,22.03,1.65,4.98,,,,,,,,,,,,,,Raqib,,,0
Soil Organic Carbon Content and Stocks in Relation to Grazing Management in Semi-Arid Grasslands of Kenya,Kenya,2017,"37.1667, -1.5833",Grazing management,,Control,,Continuously_grazed (control),0-10,,,,,,,,,,,,,,0-10,,,,,,,,,,,,,,,,,,,,,,,,1.57,,,,18.66,2.82,,,,,,,,,,,,,,,Raqib,,,0
Soil Organic Carbon Content and Stocks in Relation to Grazing Management in Semi-Arid Grasslands of Kenya,Kenya,2017,"37.1667, -1.5833",Grazing management,,Control,,Continuously_grazed (control),10-20,,,,,,,,,,,,,,10-20,,,,,,,,,,,,,,,,,,,,,,,,1.46,,,,14.95,2,,,,,,,,,,,,,,,Raqib,,,0
Soil Organic Carbon Content and Stocks in Relation to Grazing Management in Semi-Arid Grasslands of Kenya,Kenya,2017,"37.1667, -1.5833",Grazing management,,Control,,Continuously_grazed (control),20-30,,,,,,,,,,,,,,20-30,,,,,,,,,,,,,,,,,,,,,,,,1.28,,,,11.97,2.41,,,,,,,,,,,,,,,Raqib,,,0
Soil Organic Carbon Content and Stocks in Relation to Grazing Management in Semi-Arid Grasslands of Kenya,Kenya,2017,"37.1667, -1.5833",Grazing management,,Control,,Continuously_grazed (control),30-60,,,,,,,,,,,,,,30-60,,,,,,,,,,,,,,,,,,,,,,,,1.22,,,,26.79,2.37,,,,,,,,,,,,,,,Raqib,,,0
Soil Organic Carbon Content and Stocks in Relation to Grazing Management in Semi-Arid Grasslands of Kenya,Kenya,2017,"37.1667, -1.5833",Grazing management,,Control,,Continuously_grazed (control),60-90,,,,,,,,,,,,,,60-90,,,,,,,,,,,,,,,,,,,,,,,,1.14,,,,21.1,2.3,,,,,,,,,,,,,,,Raqib,,,0
Soil Organic Carbon Content and Stocks in Relation to Grazing Management in Semi-Arid Grasslands of Kenya,Kenya,2017,"37.1667, -1.5833",Grazing management,,Control,,Continuously_grazed (control),90-120,,,,,,,,,,,,,,90-120,,,,,,,,,,,,,,,,,,,,,,,,1.18,,,,17.05,0.57,,,,,,,,,,,,,,,Raqib,,,0
"Soil properties changes after short-term livestock exclusion in “degraded” communally managed rangelands in the western bophirima district, South Africa",South Africa,2009,"24.233333, -26.466667",Restoration & Rewilding,,Control,,Control: Austrey - Continuous extensive grazing (communal lands),0-20,350,,,,,1240,,,,1999,2005,72,"Soil pH, organic carbon, cation exchange capacity, extractable phosphorus, ammonium and nitrate",0-20,350,,,,,1240,,,,1999,2005,72,"Soil pH, organic carbon, cation exchange capacity, extractable phosphorus, ammonium and nitrate",,,1,,,,,,,,,,,,,,,,,,,,,woody/shrubby,Sandy,,1,,,,Jaclyn,"OC extracted from figure. Values are on the low end, but the axis was labeled % for decimal values. No significant results found.",,0
"Soil properties changes after short-term livestock exclusion in “degraded” communally managed rangelands in the western bophirima district, South Africa",South Africa,2009,"24.233333, -26.466667",Restoration & Rewilding,,Exclosure ,,Treatment: Austrey - Livestock exclosures (no grazing),0-20,350,,,,,1240,,,,1999,2005,72,"Soil pH, organic carbon, cation exchange capacity, extractable phosphorus, ammonium and nitrate",0-20,350,,,,,1240,,,,1999,2005,72,"Soil pH, organic carbon, cation exchange capacity, extractable phosphorus, ammonium and nitrate",,,1.2,,,,,,,,,,,,,,,,,0.2,20,,,woody/shrubby,Sandy,,1,,,,Jaclyn,"OC extracted from figure. Values are on the low end, but the axis was labeled % for decimal values. No significant results found.",,0
"Soil properties changes after short-term livestock exclusion in “degraded” communally managed rangelands in the western bophirima district, South Africa",South Africa,2009,"23.85, -26.633333",Restoration & Rewilding,,Control,,Control: Southey - Continuous extensive grazing (communal lands),0-20,375,,,,,1148,,,,1999,2005,72,"Soil pH, organic carbon, cation exchange capacity, extractable phosphorus, ammonium and nitrate",0-20,375,,,,,1148,,,,1999,2005,72,"Soil pH, organic carbon, cation exchange capacity, extractable phosphorus, ammonium and nitrate",,,1,,,,,,,,,,,,,,,,,,,,,woody/shrubby,Sandy,,1,,,,Jaclyn,"OC extracted from figure. Values are on the low end, but the axis was labeled % for decimal values. No significant results found.",,0
