,basic_info-date,basic_info-organisation_name,basic_info-organisation_other,geography-state_name,geography-region_name,geography-district_name,geography-community_name,plot_details-photo,plot_details-polygon,land_use_selection-project_name,land_use_selection-land_use,land_use_selection-intervention,halfmoons-halfmoon_details-halfmoon_type,halfmoons-halfmoon_details-date,halfmoons-halfmoon_details-total_halfmoons,halfmoons-halfmoon_details-size,halfmoons-halfmoon_details-length_decimal,halfmoons-halfmoon_details-width_decimal,halfmoons-halfmoon_details-depth_decimal,halfmoons-halfmoon_details_2-type_halfmoons,halfmoons-halfmoon_details_2-average_space,halfmoons-halfmoon_details_2-vertical_space,halfmoons-halfmoon_details_2-horizontal_space,halfmoons-halfmoon_details_2-manages,halfmoons-halfmoon_details_2-youth_manages,halfmoons-halfmoon_details_2-paid_unpaid_labor,swales-swales_details-type,swales-swales_details-date,swales-swales_details-total,swales-swales_details-average_size,swales-swales_details-length,swales-swales_details-width,swales-swales_details-depth,swales-swales_details-manages,swales-swales_details-youth_manages,swales-swales_details-paid_unpaid_labor,bunds-bunds_details-type,bunds-bunds_details-date,bunds-bunds_details-total,bunds-bunds_details-average_size,bunds-bunds_details-length,bunds-bunds_details-width,bunds-bunds_details-depth,bunds-bunds_details-manages,bunds-bunds_details-youth_manages,bunds-bunds_details-paid_unpaid_labor,terracing-terrace_details-type,terracing-terrace_details-date,terracing-terrace_details-total,terracing-terrace_details-average_size,terracing-terrace_details-length,terracing-terrace_details-width,terracing-terrace_details-depth,terracing-terrace_details-manages,terracing-terrace_details-youth_manages,terracing-terrace_details-paid_unpaid_labor,contour-contour_details-type,contour-contour_details-date,contour-contour_details-total,contour-contour_details-average_size,contour-contour_details-length,contour-contour_details-width,contour-contour_details-depth,contour-contour_details-manages,contour-contour_details-youth_manages,contour-contour_details-paid_unpaid_labor,keylines-keyline_details-type,keylines-keyline_details-date,keylines-keyline_details-total,keylines-keyline_details-average_size,keylines-keyline_details-length,keylines-keyline_details-width,keylines-keyline_details-depth,keylines-keyline_details-manages,keylines-keyline_details-youth_manages,keylines-keyline_details-paid_unpaid_labor,rock_dams-type,rock_dams-date,rock_dams-total,rock_dams-average_size,rock_dams-length,rock_dams-width,rock_dams-depth,rock_dams-manages,rock_dams-youth_manages,rock_dams-paid_unpaid_labor,rock_dams-trees_dams-planted_choice7,rock_dams-trees_dams-num_tree_species,rock_dams-trees_dams-num_trees_planted,rock_dams-trees_dams-num_tree_survived,rock_dams-trees_dams-dams_trees_species,rock_dams-trees_dams-other_dams_trees,rock_dams-grass_dams-num_grass_species,rock_dams-grass_dams-kg_grass_seeds,rock_dams-grass_dams-dams_grass_species,rock_dams-grass_dams-other_dams_grass,rock_dams-managements_dams-additional_management7,rock_dams-managements_dams-management_practices,rock_dams-managements_dams-crops_present7,rock_dams-managements_dams-crops_in_field7,rock_dams-managements_dams-other_crops,rock_dams-managements_dams-agricultural_field_state,rock_dams-gps-Latitude,rock_dams-gps-Longitude,rock_dams-gps-Altitude,rock_dams-gps-Accuracy,rock_dams-photo,plugging-plug_details-type,plugging-plug_details-date,plugging-plug_details-total,plugging-plug_details-average_size,plugging-plug_details-length,plugging-plug_details-width,plugging-plug_details-depth,plugging-plug_details-manages,plugging-plug_details-youth_manages,plugging-plug_details-paid_unpaid_labor,gabions-gabions_details-type,gabions-gabions_details-date,gabions-gabions_details-total,gabions-gabions_details-average_size,gabions-gabions_details-length,gabions-gabions_details-width,gabions-gabions_details-depth,gabions-gabions_details-manages,gabions-gabions_details-youth_manages,gabions-gabions_details-paid_unpaid_labor,basins-basin_details-type,basins-basin_details-date,basins-basin_details-total,basins-basin_details-average_size,basins-basin_details-length,basins-basin_details-width,basins-basin_details-depth,basins-basin_details-average_space,basins-basin_details-vertical_space,basins-basin_details-horizontal_space,basins-basin_details-manages,basins-basin_details-youth_manages,basins-basin_details-paid_unpaid_labor,invasive_removal-removal_date,invasive_removal-invasive_species,invasive_removal-other_invasive_species,invasive_removal-severity,invasive_removal-removal_methods,invasive_removal-removal_frequency,invasive_removal-tree_species,invasive_removal-other_basins_trees,invasive_removal-grass_species,invasive_removal-other_basins_grass,waterpoints-wp_ownership,waterpoints-wp_type,waterpoints-wp_depth,waterpoints-wp_avg_distance,waterpoints-wp_availability,waterpoints-wp_contami_sources,waterpoints-wp_protection,waterpoints-wp_usage,waterpoints-wp_condition,waterpoints-wp_facilities,waterpoints-gps-Latitude,waterpoints-gps-Longitude,waterpoints-gps-Altitude,waterpoints-gps-Accuracy,waterpoints-photo,geometry,area_m2,area_ha,basic_info-name
59,24/09/2024,gredo,,southwest..,bay,baidoa,qurunlow-asharaafed,1737872741180.jpg,3.2037556 43.4777385 450.9 3.133; 3.2035388 43.4776426 452.4 3.589; 3.2032761 43.4775208 453.2 3.0; 3.2030357 43.4773961 451.09999999999997 3.61; 3.2028057 43.4772539 452.2 3.587; 3.2026815 43.4775041 453.2 3.702; 3.2025716 43.4777385 453.09999999999997 3.454; 3.2025634 43.4779617 453.09999999999997 3.0; 3.2025752 43.4780982 453.9 3.0; 3.2027598 43.4780826 453.8 3.0; 3.2029963 43.4781353 454.9 3.211; 3.203253 43.4782344 454.2 3.427; 3.203487 43.478364 454.3 3.381; 3.203735 43.4784945 454.0 3.154; 3.203973 43.4785961 454.7 3.0; 3.2041673 43.4787105 453.7 3.0; 3.2043373 43.478696 448.8 3.0; 3.2042667 43.4785718 450.7 3.0; 3.2042653 43.4783837 452.09999999999997 3.0; 3.2042604 43.4781592 450.8 3.0; 3.2041284 43.4779217 452.8 3.194; 3.2038768 43.4778198 455.09999999999997 3.577; 3.2037556 43.4777385 450.9 3.133,brcis3,agriculture,halfmoons swales gulley_plugging,new,24/09/2024,200.0,,10.0,8.0,60.0,demi_lunes,,3.0,6.0,both,no,paid,new,24/09/2024,12.0,,35.0,0.9,60.0,both,no,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.47774 3.203756, 43.47764 3.203539, 43.47752 3.203276, 43.4774 3.203036, 43.47725 3.202806, 43.4775 3.202682, 43.47774 3.202572, 43.47796 3.202563, 43.4781 3.202575, 43.47808 3.20276, 43.47814 3.202996, 43.47823 3.203253, 43.47836 3.203487, 43.47849 3.203735, 43.4786 3.203973, 43.47871 3.204167, 43.4787 3.204337, 43.47857 3.204267, 43.47838 3.204265, 43.47816 3.20426, 43.47792 3.204128, 43.47782 3.203877, 43.47774 3.203756))",15142.02094,1.514202094,Abdiaziz Adan Hassa
60,24/09/2024,gredo,,southwest..,bay,baidoa,qurunlow-asharaafed,1737871105117.jpg,3.2051914 43.4781403 454.09999999999997 3.0; 3.2051616 43.4782975 454.8 3.0; 3.2051761 43.4785398 454.5 3.582; 3.2051942 43.4787393 455.3 3.0; 3.2053875 43.478881 455.0 3.0; 3.2056256 43.478862 453.9 3.0; 3.2058596 43.4789053 451.5 3.22; 3.206118 43.478921 451.9 3.765; 3.2063263 43.478849 452.5 3.0; 3.2062094 43.478605 452.3 3.508; 3.2060887 43.4783651 452.9 3.541; 3.205997 43.4781142 453.8 3.637; 3.205765 43.4780879 454.4 3.0; 3.205521 43.478126 452.8 3.0; 3.205284 43.4780888 453.7 3.0; 3.2051914 43.4781403 454.09999999999997 3.0,brcis3,agriculture,halfmoons swales gulley_plugging,new,24/09/2024,30.0,,10.0,8.0,70.0,demi_lunes,,3.0,6.0,both,no,paid,new,24/09/2024,5.0,,35.0,0.9,60.0,both,no,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.47814 3.205191, 43.4783 3.205162, 43.47854 3.205176, 43.47874 3.205194, 43.47888 3.205388, 43.47886 3.205626, 43.47891 3.20586, 43.47892 3.206118, 43.47885 3.206326, 43.4786 3.206209, 43.47837 3.206089, 43.47811 3.205997, 43.47809 3.205765, 43.47813 3.205521, 43.47809 3.205284, 43.47814 3.205191))",9224.503903,0.92245039,Abdiaziz Adan Hassan
61,24/09/2024,gredo,,southwest..,bay,baidoa,irinta yarey,1737802509490.jpg,3.187854 43.4568495 447.59999999999997 1.5; 3.1878579 43.4568516 448.59999999999997 1.316; 3.1878568 43.4568546 448.59999999999997 1.216; 3.1878210740015485 43.45690369606018 0.0 0.0; 3.1878589015783585 43.45692280679941 0.0 0.0; 3.1877738732179197 43.4568751975894 0.0 0.0; 3.1878210740015485 43.45690369606018 0.0 0.0; 3.187810361767164 43.456857427954674 0.0 0.0; 3.1877738732179197 43.4568751975894 0.0 0.0; 3.1877290157336136 43.456854075193405 0.0 0.0; 3.1877738732179197 43.4568751975894 0.0 0.0; 3.187854 43.4568495 447.59999999999997 1.5,brcis3,agriculture,halfmoons swales gulley_plugging,new,24/09/2024,80.0,,10.0,8.0,70.0,demi_lunes,,3.0,6.0,both,no,paid,new,24/09/2024,25.0,,45.0,0.9,60.0,both,no,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.45685 3.187854, 43.45685 3.187858, 43.45685 3.187857, 43.4569 3.187821, 43.45692 3.187859, 43.45688 3.187774, 43.4569 3.187821, 43.45686 3.18781, 43.45688 3.187774, 43.45685 3.187729, 43.45688 3.187774, 43.45685 3.187854))",10.32409056,0.001032409,Abdiaziz Adan Hassan
62,24/09/2024,gredo,,southwest..,bay,baidoa,irinta yarey,1737800379520.jpg,3.1870065 43.4571934 372.8 2.812; 3.1870086 43.4571933 374.0 1.883; 3.1870217 43.4571982 375.3 1.716; 3.1870381 43.4571958 376.8 1.65; 3.187078916748798 43.457266464829445 0.0 0.0; 3.1870381 43.4571958 0.0 0.0; 3.1870065 43.4571934 0.0 0.0; 3.1869520436240566 43.45722354948521 0.0 0.0; 3.1868867658888593 43.45722187310457 0.0 0.0; 3.1868797359786667 43.45716957002878 0.0 0.0; 3.1869520436240566 43.45722354948521 0.0 0.0; 3.1868867658888593 43.45722187310457 0.0 0.0; 3.1870065 43.4571934 372.8 2.812,brcis3,agriculture,halfmoons swales gulley_plugging,new,24/09/2024,16.0,,10.0,90.0,70.0,demi_lunes,,3.0,6.0,both,no,paid,new,24/09/2024,4.0,,113.0,2.0,60.0,both,no,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.45719 3.187006, 43.45719 3.187009, 43.4572 3.187022, 43.4572 3.187038, 43.45727 3.187079, 43.4572 3.187038, 43.45719 3.187006, 43.45722 3.186952, 43.45722 3.186887, 43.45717 3.18688, 43.45722 3.186952, 43.45722 3.186887, 43.45719 3.187006))",31.15651934,0.003115652,Abdiaziz Adan Hassan
63,24/09/2024,gredo,,southwest..,bay,baidoa,aroos xaawa,1737795869330.jpg,3.1889755 43.4848648 449.5 1.733; 3.189066 43.4846704 452.40000000000003 3.436; 3.1891855 43.4844066 453.0 3.581; 3.1893231 43.4841672 451.6 3.541; 3.1893189 43.4840198 455.1 3.011; 3.1890652 43.4839033 452.20000000000005 3.549; 3.1888117 43.4838091 452.6 3.554; 3.1885851 43.4836815 451.90000000000003 3.029; 3.1883471 43.4835523 450.3 3.0; 3.188108 43.4834123 452.0 3.496; 3.1878942 43.4832809 452.3 3.469; 3.1877659 43.4834729 450.5 3.6; 3.1876571 43.4836647 450.3 3.164; 3.1876624 43.4838743 449.90000000000003 3.0; 3.1878128 43.4841186 450.6 3.654; 3.1879545 43.4843857 450.90000000000003 3.463; 3.188072 43.4846417 450.90000000000003 3.556; 3.1882613 43.484832 453.8 3.0; 3.1885509 43.4848467 452.6 3.424; 3.1888188 43.4848774 451.0 3.0; 3.1889755 43.4848648 449.5 1.733,brcis3,agriculture,halfmoons swales gulley_plugging,new,24/09/2024,40.0,,10.0,8.0,70.0,demi_lunes,,3.0,6.0,both,yes,paid,new,24/09/2024,15.0,,25.0,90.0,60.0,both,no,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.48486 3.188976, 43.48467 3.189066, 43.48441 3.189185, 43.48417 3.189323, 43.48402 3.189319, 43.4839 3.189065, 43.48381 3.188812, 43.48368 3.188585, 43.48355 3.188347, 43.48341 3.188108, 43.48328 3.187894, 43.48347 3.187766, 43.48366 3.187657, 43.48387 3.187662, 43.48412 3.187813, 43.48439 3.187955, 43.48464 3.188072, 43.48483 3.188261, 43.48485 3.188551, 43.48488 3.188819, 43.48486 3.188976))",19743.93228,1.974393228,Abdiaziz Adan Hassan
64,21/01/2025,gredo,,southwest..,bay,baidoa,badicade,1737447235147.jpg,3.1267365 43.6642623 0.0 0.0; 3.1267367 43.6642435 0.0 0.0; 3.1267365 43.6642623 0.0 0.0; 3.1267367 43.6642435 0.0 0.0; 3.1267365 43.6642623 0.0 0.0,brcis3,agriculture,halfmoons,new,21/01/2025,800.0,,10.0,5.0,7.0,demi_lunes,,5.0,6.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.66426 3.126736, 43.66424 3.126737, 43.66426 3.126736, 43.66424 3.126737, 43.66426 3.126736))",0.0,0.0,Abdiaziz Adan Hassa
65,26/01/2025,gredo,,southwest..,bay,baidoa,qurunlow reer dumal,1737886195315.jpg,3.2010609 43.5447788 464.0235595703125 4.3; 3.2011064 43.5445666 464.4776899202732 6.866; 3.201041 43.5442427 463.6027151685762 8.224; 3.2013302 43.5439826 464.0141166914351 8.133; 3.2015867 43.5439901 462.38774074779974 7.741; 3.2018271 43.544037 463.7767792038079 6.574; 3.2031787 43.5439361 463.77212843559676 6.141; 3.2032493 43.5441425 464.6890204946112 7.667; 3.2032228 43.5443819 465.1696105518197 7.098; 3.2030296 43.5443418 465.3765706318112 6.501; 3.202737 43.5444545 464.91630745507405 5.476; 3.2027008 43.5444603 464.9273261931014 6.948; 3.2019974 43.5445556 465.87684197767953 6.069; 3.2016807 43.5446525 465.3151947666199 4.338; 3.201493 43.5448264 466.36848381232846 5.296; 3.2010609 43.5447788 464.0235595703125 4.3,brcis3,agriculture,halfmoons swales gulley_plugging,new,24/09/2024,98.0,,10.0,8.0,70.0,demi_lunes,,3.0,6.0,male,no,paid,new,24/09/2024,12.0,,45.0,0.9,70.0,both,no,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.54478 3.201061, 43.54457 3.201106, 43.54424 3.201041, 43.54398 3.20133, 43.54399 3.201587, 43.54404 3.201827, 43.54394 3.203179, 43.54414 3.203249, 43.54438 3.203223, 43.54434 3.20303, 43.54445 3.202737, 43.54446 3.202701, 43.54456 3.201997, 43.54465 3.201681, 43.54483 3.201493, 43.54478 3.201061))",15001.50048,1.500150048,Abdikarin Mohamed Ismail
66,24/09/2024,gredo,,southwest..,bay,baidoa,buulo-xaawa,1737876042339.jpg,3.1871643 43.4405875 414.3421630859375 5.681; 3.1872013 43.4404681 445.65400806333815 7.188; 3.1881127 43.4383405 446.9660983349708 7.404; 3.1880873 43.4382784 448.52890422261373 6.006; 3.1877752 43.4382582 449.9475520450354 4.088; 3.1874943 43.4382147 449.80279453389846 4.876; 3.1870471 43.4382569 449.8598946358748 5.398; 3.186879 43.4383773 450.2871157271069 6.524; 3.1865936 43.4384195 449.44025802797404 4.937; 3.1863457 43.4384511 449.4759234103539 5.01; 3.1861856 43.4382452 448.7911728102627 4.528; 3.1856958 43.4381797 448.00671881675277 5.029; 3.1854869 43.4381559 448.4669830704553 7.08; 3.185176 43.4383086 448.250033940393 4.561; 3.1851356 43.4385807 448.3178190614899 4.889; 3.1850624 43.439242 448.27907704150226 8.129; 3.1850646 43.4395194 448.5026062828369 5.199; 3.185047 43.4399347 449.07403143453627 6.394; 3.1851788 43.4400753 449.1819955230931 5.386; 3.1871643 43.4405875 414.3421630859375 5.681,brcis3,agriculture,halfmoons swales gulley_plugging,new,24/09/2024,150.0,,10.0,8.0,70.0,demi_lunes,,3.0,6.0,both,no,paid,new,24/09/2024,15.0,,350.0,0.9,70.0,male,no,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.44059 3.187164, 43.44047 3.187201, 43.43834 3.188113, 43.43828 3.188087, 43.43826 3.187775, 43.43821 3.187494, 43.43826 3.187047, 43.43838 3.186879, 43.43842 3.186594, 43.43845 3.186346, 43.43825 3.186186, 43.43818 3.185696, 43.43816 3.185487, 43.43831 3.185176, 43.43858 3.185136, 43.43924 3.185062, 43.43952 3.185065, 43.43993 3.185047, 43.44008 3.185179, 43.44059 3.187164))",65798.32847,6.579832847,Abdikarin Mohamed Ismail
67,26/01/2025,gredo,,southwest..,bay,baidoa,qurunlow-asharaafed,1737873050909.jpg,3.2076533 43.4803706 455.10917015870393 4.304; 3.207643 43.4803017 454.86690697312633 5.819; 3.207643 43.4801408 455.47102465841857 4.167; 3.207615 43.4798947 455.0543526463064 5.488; 3.2075739 43.479647 454.99953548331905 4.703; 3.2075605 43.4794285 455.29792035909423 4.431; 3.2075112 43.4792598 455.94355171330324 4.767; 3.2073425 43.479241 455.2663312012468 4.372; 3.2071344 43.4792927 455.3878204147065 5.589; 3.2068805 43.4793515 455.3878204147065 4.678; 3.206731 43.479382 455.43817373238926 8.031; 3.2065185 43.4795748 455.3869279451411 6.587; 3.206324 43.479649 455.2860650981625 7.772; 3.2061268 43.4795679 455.22117715271565 4.718; 3.2060159 43.4797475 455.47879480671213 4.808; 3.2059768 43.4798418 454.9339443728846 6.706; 3.2061159 43.4800855 455.4224907833737 4.809; 3.2062281 43.4802081 455.8593227826382 6.683; 3.2071289 43.4805205 456.6428411007792 5.311; 3.2073803 43.4804587 456.3454523904762 3.715; 3.2076533 43.4803706 455.10917015870393 4.304,brcis3,agriculture,halfmoons swales gulley_plugging,new,24/09/2024,63.0,,10.0,8.0,70.0,demi_lunes,,3.0,6.0,both,no,paid,new,24/09/2024,12.0,,40.0,0.9,70.0,both,no,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.48037 3.207653, 43.4803 3.207643, 43.48014 3.207643, 43.47989 3.207615, 43.47965 3.207574, 43.47943 3.20756, 43.47926 3.207511, 43.47924 3.207343, 43.47929 3.207134, 43.47935 3.20688, 43.47938 3.206731, 43.47957 3.206519, 43.47965 3.206324, 43.47957 3.206127, 43.47975 3.206016, 43.47984 3.205977, 43.48009 3.206116, 43.48021 3.206228, 43.48052 3.207129, 43.48046 3.20738, 43.48037 3.207653))",18166.86127,1.816686127,Abdikarin Mohamed Ismail
68,26/01/2025,gredo,,southwest..,bay,baidoa,qurunlow-asharaafed,1737871970637.jpg,3.2085293 43.4808471 465.738525390625 4.505; 3.2085325 43.4809041 456.1245977442974 7.35; 3.2086412 43.4811158 455.9974114357411 5.601; 3.2087012 43.4813639 455.58500078581983 5.376; 3.2087895 43.48155 455.49368306682135 4.441; 3.2088487 43.4818113 455.39281193855135 4.437; 3.2088975 43.4819992 454.8542970951068 4.697; 3.208772 43.4820713 455.2644899610526 4.54; 3.2085526 43.4820062 455.32702705752683 4.742; 3.2083524 43.481978 455.0474008223484 4.643; 3.2082007 43.4819356 454.87417200641244 4.549; 3.2080183 43.4819942 455.4293114100796 5.817; 3.2079538 43.4819435 455.14063929398634 7.147; 3.2079366 43.481683 455.19984438109196 4.498; 3.2078968 43.4814877 455.06970151455585 4.708; 3.207845 43.4813217 455.26064500189096 4.42; 3.2077457 43.4811364 455.5259613560401 4.393; 3.207689 43.4809597 455.05453711973155 4.695; 3.2085293 43.4808471 465.738525390625 4.505,brcis3,agriculture,halfmoons swales gulley_plugging,new,24/09/2024,121.0,,10.0,8.0,70.0,demi_lunes,,3.0,6.0,both,no,paid,new,24/09/2024,12.0,,25.0,0.9,70.0,both,no,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.48085 3.208529, 43.4809 3.208533, 43.48112 3.208641, 43.48136 3.208701, 43.48155 3.20879, 43.48181 3.208849, 43.482 3.208897, 43.48207 3.208772, 43.48201 3.208553, 43.48198 3.208352, 43.48194 3.208201, 43.48199 3.208018, 43.48194 3.207954, 43.48168 3.207937, 43.48149 3.207897, 43.48132 3.207845, 43.48114 3.207746, 43.48096 3.207689, 43.48085 3.208529))",11860.87183,1.186087183,Abdikarim Mohamed Ismail
69,25/01/2025,gredo,,southwest..,bay,baidoa,irinta yarey,1737802423491.jpg,3.1876384 43.4574681 455.83057777052124 4.837; 3.1876287 43.4574489 454.8374078132259 3.078; 3.1876438 43.4574416 454.3993367687182 4.29; 3.1877081 43.4582283 455.4943802380948 8.184; 3.1877526 43.4584199 455.3753278203877 7.174; 3.1877843 43.4585113 455.0336124423826 7.108; 3.1877523 43.4586226 455.240844664224 6.939; 3.1877675 43.4586185 454.73395427671585 4.644; 3.1877807 43.4586162 454.48659307786045 3.954; 3.1878608 43.4586335 453.96675413581136 6.282; 3.1879614 43.4586722 454.1559140430476 4.705; 3.188141 43.4587445 454.469592792918 4.903; 3.1882654 43.4588062 454.3256610260107 4.376; 3.1883471 43.4588296 454.380774403326 9.368; 3.1882247 43.4576496 456.2738156310778 4.186; 3.1882048 43.4576328 456.32232871576343 7.401; 3.1876384 43.4574681 455.83057777052124 4.837,brcis3,agriculture,swales halfmoons gulley_plugging,new,24/09/2024,62.0,,10.0,8.0,0.7,demi_lunes,,3.0,6.0,both,no,paid,new,24/10/2024,11.0,,25.0,0.9,0.7,both,no,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.45747 3.187638, 43.45745 3.187629, 43.45744 3.187644, 43.45823 3.187708, 43.45842 3.187753, 43.45851 3.187784, 43.45862 3.187752, 43.45862 3.187768, 43.45862 3.187781, 43.45863 3.187861, 43.45867 3.187961, 43.45874 3.188141, 43.45881 3.188265, 43.45883 3.188347, 43.45765 3.188225, 43.45763 3.188205, 43.45747 3.187638))",8028.48399,0.802848399,Abdikarin Mohamed Ismail
70,24/10/2024,gredo,,southwest..,bay,baidoa,irinta yarey,1737802052465.jpg,3.1871101 43.4559297 453.0520870457465 3.0; 3.1871063 43.4559075 452.63371649330577 3.246; 3.1871693 43.4558065 452.1277037536619 6.424; 3.1872294 43.4557221 452.334799431285 8.374; 3.1873029 43.4556125 452.2070164026668 7.416; 3.1873645 43.4555228 452.2806702656479 3.97; 3.1879321 43.4545038 453.44967674190013 6.632; 3.1879266 43.4544921 453.4484259359425 5.083; 3.1879315 43.4544801 453.35966052189644 4.117; 3.1878525 43.4543916 453.2689477669089 4.721; 3.1877412 43.4542795 452.8913853364022 4.139; 3.1877457 43.4542788 452.83037158941045 3.835; 3.1876623 43.4541433 452.98020993546766 4.15; 3.1875974 43.4540708 452.74179220098995 4.716; 3.1876075 43.4539019 452.1340818348524 4.71; 3.1876083 43.4537867 452.01525570991055 5.158; 3.1875905 43.453763 452.0108487844201 6.577; 3.1868526 43.4555942 453.04653837073784 5.54; 3.1868357 43.4556702 453.12807667693653 6.762; 3.1871101 43.4559297 453.0520870457465 3.0,brcis3,agriculture,halfmoons swales gulley_plugging,new,24/09/2024,75.0,,10.0,8.0,70.0,demi_lunes,,3.0,6.0,both,no,paid,new,24/09/2024,9.0,,25.0,0.9,0.7,both,no,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.45593 3.18711, 43.45591 3.187106, 43.45581 3.187169, 43.45572 3.187229, 43.45561 3.187303, 43.45552 3.187365, 43.4545 3.187932, 43.45449 3.187927, 43.45448 3.187931, 43.45439 3.187852, 43.45428 3.187741, 43.45428 3.187746, 43.45414 3.187662, 43.45407 3.187597, 43.4539 3.187607, 43.45379 3.187608, 43.45376 3.18759, 43.45559 3.186853, 43.45567 3.186836, 43.45593 3.18711))",10876.13748,1.087613748,Abdikarin Mohamed Ismail
71,25/01/2025,gredo,,southwest..,bay,baidoa,aroos xaawa,1737799001374.jpg,3.1805586 43.4761508 453.09365306692735 6.268; 3.1806209 43.4758074 452.1949449629067 8.327; 3.1805951 43.475115 454.14551384502636 5.332; 3.180492 43.4748768 452.9869362907865 5.049; 3.1803672 43.4749408 453.88537820164424 5.032; 3.1802555 43.4751237 453.9271905304863 4.608; 3.1801114 43.4752609 453.95405680400177 5.469; 3.1797996 43.4753625 454.1495249863284 6.476; 3.1795582 43.4754283 454.2643513936598 5.228; 3.179518 43.4756999 453.3874426383916 8.372; 3.1797295 43.4757914 454.2111460643782 9.393; 3.1799585 43.4756947 453.9048263876027 7.172; 3.1798233 43.4759627 454.14688057510386 5.056; 3.1799598 43.4761709 455.0712461796244 5.196; 3.180189 43.4763381 453.61687966751424 6.846; 3.1805586 43.4761508 453.09365306692735 6.268,brcis3,agriculture,halfmoons swales gulley_plugging,new,24/09/2024,91.0,,10.0,8.0,70.0,demi_lunes,,3.0,6.0,both,no,paid,new,24/09/2024,11.0,,40.0,9.0,0.7,both,no,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.47615 3.180559, 43.47581 3.180621, 43.47512 3.180595, 43.47488 3.180492, 43.47494 3.180367, 43.47512 3.180255, 43.47526 3.180111, 43.47536 3.1798, 43.47543 3.179558, 43.4757 3.179518, 43.47579 3.17973, 43.47569 3.179959, 43.47596 3.179823, 43.47617 3.17996, 43.47634 3.180189, 43.47615 3.180559))",11353.46289,1.135346289,Abdikarin Mohamed Ismail
