,Scientific Name,Local Name,Tree Usage,Other Usages,has_fruits,country_x,verbatim_name,nameSource_x,country_y,scientificName,rank,status,kingdom,phylum,order,family,genus,species,confidence,canonicalName,species_matched_from_accepted,country_matched_from,source,verbatim_name_from_gbif,match_score,match_status,nameSource_y,original_name_gbif_local,species_matched_from_gbif_local,_merge,cleaned_scientific_name
289,Ficus sycomorus,towe,OTHER SHADE ,fencing,FALSE,Kenya,towe,local_name (replaced NA),Kenya,Ficus sycomorus L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Moraceae,Ficus,Ficus sycomorus,100,Ficus sycomorus,Mtowe,Zambia,R,ficus sycomorus,0.066666667,Accepted,scientific_name,mkuyu,mkuyu,both,Ficus sycomorus
290,Melia volkensii,kirumbutu,CONSTRUCTION SHADE ,,FALSE,Kenya,melia volkensii,scientific_name,Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,,,,,,,,,,both,Melia volkensii
291,Acacia mellifera,iti,FIREWOOD SHADE ,fencing,FALSE,Kenya,acacia melifera,scientific_name,Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,96,Acacia mellifera,,,,,,,,,,both,Acacia mellifera
292,Passiflora edulis,kisundi,SHADE ,fencing,FALSE,Kenya,kisundi,local_name (replaced NA),Kenya,Passiflora edulis Sims,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Passifloraceae,Passiflora,Passiflora edulis,100,Passiflora edulis,kikundi,Kenya,V,passiflora edulis,0.076190476,Accepted,scientific_name,kisundi,kikundi,both,Passiflora edulis
293,Lannea schweinfurthii,mfumbu,SHADE ,rope,FALSE,Kenya,mfumbu,local_name (replaced NA),Kenya,Lannea schweinfurthii (Engl.) Engl.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Lannea,Lannea schweinfurthii,100,Lannea schweinfurthii,mumbu,Tanzania,R,lannea schweinfurthii,0.05,Accepted,scientific_name,mfumbu,mumbu,both,Lannea schweinfurthii
294,Millettia dura,mwaghani,FIREWOOD SHADE ,,FALSE,Kenya,mwaghani,local_name (replaced NA),Kenya,Millettia dura Dunn,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Millettia,Millettia dura,100,Millettia dura,Mwanga,Kenya,R,millettia dura,0.097222222,Accepted,scientific_name,mwaghani,Mwanga,both,Millettia dura
295,,mlundi,CONSTRUCTION SHADE MEDICINAL ,,FALSE,Kenya,mlundi,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
296,Cordia monoica,mshasha,SHADE ,berries,FALSE,Kenya,mshasha,local_name (replaced NA),Kenya,Cordia monoica Roxb.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Boraginales,Cordiaceae,Cordia,Cordia monoica,99,Cordia monoica,Msasa,Kenya,R,cordia monoica,0.076190476,Accepted,scientific_name,mshasha,Msasa,both,Cordia monoica
297,Eucalyptus camaldulensis,mkong0,FIREWOOD SHADE CONSTRUCTION ,,FALSE,Kenya,eucalyptus camaldulensis,scientific_name,Kenya,Eucalyptus camaldulensis Denham,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis,99,Eucalyptus camaldulensis,,,,,,,,,,both,Eucalyptus camaldulensis
298,Peltophorum africanum,mugamu,FIREWOOD CONSTRUCTION ,,FALSE,Kenya,wattle,scientific_name,Kenya,Peltophorum africanum Sond.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Peltophorum,Peltophorum africanum,100,Peltophorum africanum,wattle,,J,peltophorum africanum,0,Accepted,scientific_name,wattle,wattle,both,Peltophorum africanum
299,Eucalyptus camaldulensis,mkango,FIREWOOD CONSTRUCTION ,,FALSE,Kenya,eucalyptus camaldulensis,scientific_name,Kenya,Eucalyptus camaldulensis Denham,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis,99,Eucalyptus camaldulensis,,,,,,,,,,both,Eucalyptus camaldulensis
300,Grevillea robusta,Grevilia,FIREWOOD SHADE CONSTRUCTION ,,FALSE,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
301,Psidium guajava,mpera,FIREWOOD SHADE FRUITS FODDER SOIL_FERTILITY ,,TRUE,Kenya,guava tree,scientific_name,Kenya,Psidium guajava L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Psidium,Psidium guajava,100,Psidium guajava,Guava Tree,,J,psidium guajava,0,Accepted,scientific_name,guava tree,Guava Tree,both,Psidium guajava
302,Ficus conraui,Ndido,FIREWOOD SOIL_FERTILITY ,,FALSE,Kenya,ficus conraui,scientific_name,Kenya,Ficus conraui Warb.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Moraceae,Ficus,Ficus conraui,100,Ficus conraui,,,,,,,,,,both,Ficus conraui
303,Albizia coriaria,Mugamu,FIREWOOD SHADE CONSTRUCTION ,,FALSE,Kenya,albizia coriaria,scientific_name,Kenya,Albizia coriaria Welw. ex Oliv.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Albizia,Albizia coriaria,99,Albizia coriaria,,,,,,,,,,both,Albizia coriaria
304,Annona cherimola,kitoo,SOIL_FERTILITY FIREWOOD CONSTRUCTION ,,FALSE,Kenya,kitoo,local_name (replaced NA),Kenya,Annona cherimola Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Magnoliales,Annonaceae,Annona,Annona cherimola,100,Annona cherimola,kitomoko,Kenya,V,annona cherimola,0.075,Accepted,scientific_name,kitoo,kitomoko,both,Annona cherimola
305,Combretum molle,mwaa,MEDICINAL FIREWOOD FODDER ,,FALSE,Kenya,mwaa,local_name (replaced NA),Kenya,Combretum molle R.Br. ex G.Don,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Combretum,Combretum molle,99,Combretum molle,Mwama,Kenya,R,combretum molle,0.046666666666666745,Accepted,scientific_name,mwaa,Mwama,both,Combretum molle
306,Balanites aegyptiaca,kilului,FRUITS FIREWOOD SHADE ,,TRUE,Kenya,kilului,local_name (replaced NA),Kenya,Balanites aegyptiaca (L.) Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Zygophyllales,Zygophyllaceae,Balanites,Balanites aegyptiaca,99,Balanites aegyptiaca,Kilului,Kenya,R,balanites aegyptiaca,0,Accepted,scientific_name,kilului,Kilului,both,Balanites aegyptiaca
307,Phoenix reclinata,kingole,FIREWOOD SHADE ,,FALSE,Kenya,kingole,local_name (replaced NA),Kenya,Phoenix reclinata Jacq.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Arecales,Arecaceae,Phoenix,Phoenix reclinata,100,Phoenix reclinata,Ekingol,Uganda,R,phoenix reclinata,0.095238095,Accepted,scientific_name,kingole,Ekingol,both,Phoenix reclinata
308,,kilaa,FIREWOOD FODDER SHADE ,,FALSE,Kenya,kilaa,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
309,,kitiithi,FIREWOOD SHADE ,,FALSE,Kenya,kitiithi,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
310,Terminalia brownii,kiukuu,CONSTRUCTION FIREWOOD MEDICINAL SHADE ,,FALSE,Kenya,kiukuu,local_name (replaced NA),Kenya,Terminalia brownii Fresen.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia brownii,100,Terminalia brownii,kiuuku,Kenya,V,terminalia brownii,0.038888889,Accepted,scientific_name,kiuku,kiuuku,both,Terminalia brownii
311,Acacia tortilis,mwaa,SHADE CONSTRUCTION SOIL_FERTILITY ,,FALSE,Kenya,acacia tortillis,scientific_name,Kenya,Acacia tortilis (Forssk.) Hayne,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia tortilis,97,Acacia tortilis,,,,,,,,,,both,Acacia tortilis
312,Markhamia lutea,kyooa,SHADE SOIL_FERTILITY ,,FALSE,Kenya,kyooa,local_name (replaced NA),Kenya,Markhamia lutea (Benth.) K.Schum.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Lamiales,Bignoniaceae,Markhamia,Markhamia lutea,100,Markhamia lutea,Kyoo,Kenya,R,markhamia lutea,0.040000000000000036,Accepted,scientific_name,kyooa,Kyoo,both,Markhamia lutea
313,Melia volkensii,mukau,SHADE CONSTRUCTION FIREWOOD ,,FALSE,Kenya,melia volkensii,scientific_name,Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,,,,,,,,,,both,Melia volkensii
314,Azadirachta indica,Neem,SHADE SOIL_FERTILITY ,,FALSE,Kenya,neem,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Neem,Uganda,R,azadirachta indica,0,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
315,Terminalia mantaly,umbrella,SHADE SOIL_FERTILITY ,,FALSE,Kenya,umbrella,local_name (replaced NA),Kenya,Terminalia mantaly H.Perrier,SPECIES,SYNONYM,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia neotaliala,100,Terminalia mantaly,Umbrella,Kenya,V,terminalia mantaly,0,Accepted,scientific_name,umbrella,Umbrella,both,Terminalia mantaly
316,Lannea schweinfurthii,mumbaaume,SHADE MEDICINAL ,,FALSE,Kenya,mumbaaume,local_name (replaced NA),Kenya,Lannea schweinfurthii (Engl.) Engl.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Lannea,Lannea schweinfurthii,100,Lannea schweinfurthii,mumbu,Tanzania,R,lannea schweinfurthii,0.088888889,Accepted,scientific_name,mfumbu,mumbu,both,Lannea schweinfurthii
317,Terminalia brownii,,SHADE SOIL_FERTILITY ,,FALSE,Kenya,terminalia brownii,scientific_name,Kenya,Terminalia brownii Fresen.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia brownii,100,Terminalia brownii,,,,,,,,,,both,Terminalia brownii
318,Terminalia brownii,kiuuku,SHADE SOIL_FERTILITY ,,FALSE,Kenya,kiuuku,local_name (replaced NA),Kenya,Terminalia brownii Fresen.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia brownii,100,Terminalia brownii,kiuuku,Kenya,V,terminalia brownii,0,Accepted,scientific_name,kiuku,kiuuku,both,Terminalia brownii
319,Croton megalocarpus,Kithulu,FODDER SOIL_FERTILITY SHADE FIREWOOD ,Fencing,FALSE,Kenya,croton megalocarpus,scientific_name,Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,,,,,,,,,,both,Croton megalocarpus
320,,Kilaa,FIREWOOD SHADE CONSTRUCTION ,,FALSE,Kenya,kilaa,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
321,Bambusa vulgaris,Bamboo,SOIL_FERTILITY CONSTRUCTION ,,FALSE,Kenya,bambusa vulgaris,scientific_name,Kenya,Bambusa vulgaris Schrad. ex J.C.Wendl.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Poales,Poaceae,Bambusa,Bambusa vulgaris,99,Bambusa vulgaris,,,,,,,,,,both,Bambusa vulgaris
322,Combretum molle,Mwaa,FIREWOOD FODDER SHADE SOIL_FERTILITY CONSTRUCTION ,,FALSE,Kenya,mwaa,local_name (replaced NA),Kenya,Combretum molle R.Br. ex G.Don,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Combretum,Combretum molle,99,Combretum molle,Mwama,Kenya,R,combretum molle,0.046666666666666745,Accepted,scientific_name,mwaa,Mwama,both,Combretum molle
323,Senna siamea,Muchola,FIREWOOD FODDER SHADE SOIL_FERTILITY CONSTRUCTION ,,FALSE,Kenya,senna siemea,scientific_name,Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,96,Senna siamea,,,,,,,,,,both,Senna siamea
324,Senna siamea,Mukenea,MEDICINAL FIREWOOD SHADE SOIL_FERTILITY CONSTRUCTION ,,FALSE,Kenya,mukenea,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,Mukengeta,Kenya,V,senna siamea,0.044444444,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
325,Citrus limon,Itimo,FIREWOOD FRUITS SHADE SOIL_FERTILITY ,,TRUE,Kenya,citrus limon,scientific_name,Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,,,,,,,,,,both,Citrus limon
326,Azadirachta indica,Mukilifi,FIREWOOD FODDER SHADE SOIL_FERTILITY CONSTRUCTION ,,FALSE,Kenya,mukilifi,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mkilifi,Kenya,R,azadirachta indica,0.0375,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
327,Acacia mellifera,Kithiia,FIREWOOD FODDER SHADE SOIL_FERTILITY CONSTRUCTION ,,FALSE,Kenya,kithiia,local_name (replaced NA),Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,99,Acacia mellifera,kithiia,Kenya,V,acacia mellifera,0,Accepted,scientific_name,muthiia,Muthiia,both,Acacia mellifera
328,Croton megalocarpus,Kithulu,FIREWOOD FODDER SHADE SOIL_FERTILITY CONSTRUCTION ,,FALSE,Kenya,croton megalocarpus,scientific_name,Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,,,,,,,,,,both,Croton megalocarpus
329,Grewia bicolor,Kikalawa,FIREWOOD FRUITS SHADE SOIL_FERTILITY ,,TRUE,Kenya,kikalawa,local_name (replaced NA),Kenya,Grewia bicolor Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malvales,Malvaceae,Grewia,Grewia bicolor,99,Grewia bicolor,kikalawa,Kenya,V,grewia bicolor,0,Accepted,scientific_name,kikalawa,kikalawa,both,Grewia bicolor
330,Osyris lanceolata,Kithaalwa,FIREWOOD SHADE SOIL_FERTILITY ,Fencing,FALSE,Kenya,kithaalwa,local_name (replaced NA),Kenya,Osyris lanceolata Steud. & Hochst. ex A.DC.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Santalales,Santalaceae,Osyris,Osyris lanceolata,99,Osyris lanceolata,Kithawa,Kenya,R,osyris lanceolata,0.073015873,Accepted,scientific_name,kiulua,Kijulu,both,Osyris lanceolata
331,,Mwaa Wa usi,FIREWOOD FODDER SOIL_FERTILITY CONSTRUCTION ,,FALSE,Kenya,mwaa wa usi,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
332,Balanites aegyptiaca,Ndului,FIREWOOD FRUITS SHADE SOIL_FERTILITY ,,TRUE,Kenya,ndului,local_name (replaced NA),Kenya,Balanites aegyptiaca (L.) Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Zygophyllales,Zygophyllaceae,Balanites,Balanites aegyptiaca,99,Balanites aegyptiaca,ndului,Kenya,V,balanites aegyptiaca,0,Accepted,scientific_name,kilului,Kilului,both,Balanites aegyptiaca
333,Combretum,Itithi,FIREWOOD SHADE SOIL_FERTILITY ,,FALSE,Kenya,itithi,local_name (replaced NA),Kenya,Combretum Loefl.,GENUS,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Combretum,,96,Combretum,itithi,Kenya,V,combretum glandulosa,0,Accepted,scientific_name,itithi,itithi,both,Combretum
334,Eucalyptus camaldulensis,Musanduku,FIREWOOD SHADE SOIL_FERTILITY CONSTRUCTION ,,FALSE,Kenya,eucalyptus camaldulensis,scientific_name,Kenya,Eucalyptus camaldulensis Denham,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis,99,Eucalyptus camaldulensis,,,,,,,,,,both,Eucalyptus camaldulensis
335,Sterculia africana,Kiusya,SHADE SOIL_FERTILITY CONSTRUCTION ,threading,FALSE,Kenya,kiusya,local_name (replaced NA),Kenya,Sterculia africana (Lour.) Fiori,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malvales,Malvaceae,Sterculia,Sterculia africana,100,Sterculia africana,kiusya,Kenya,V,sterculia africana,0,Accepted,scientific_name,kiusya,kiusya,both,Sterculia africana
336,Dalbergia melanoxylon,muvingo,FIREWOOD SHADE SOIL_FERTILITY ,,FALSE,Kenya,muvingo,local_name (replaced NA),Kenya,Dalbergia melanoxylon Guill. & Perr.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Dalbergia,Dalbergia melanoxylon,100,Dalbergia melanoxylon,Muvingo,Kenya,R,dalbergia melanoxylon,0,Accepted,scientific_name,muvingo,Muvingo,both,Dalbergia melanoxylon
337,Terminalia brownii,Kiuuku,FIREWOOD FODDER SHADE SOIL_FERTILITY CONSTRUCTION ,,FALSE,Kenya,kiuuku,local_name (replaced NA),Kenya,Terminalia brownii Fresen.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia brownii,100,Terminalia brownii,kiuuku,Kenya,V,terminalia brownii,0,Accepted,scientific_name,kiuku,kiuuku,both,Terminalia brownii
338,Dodonaea viscosa,Kalinguli,FIREWOOD FODDER SHADE ,,FALSE,Kenya,kalinguli,local_name (replaced NA),Kenya,Dodonaea viscosa (L.) Jacq.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Sapindaceae,Dodonaea,Dodonaea viscosa,99,Dodonaea viscosa,kalinguli,Kenya,V,dodonaea viscosa,0,Accepted,scientific_name,kamulingula,kamulingula,both,Dodonaea viscosa
339,Cassia arereh,Mwela ndathe,FIREWOOD FODDER SHADE SOIL_FERTILITY ,,FALSE,Kenya,mwela ndathe,local_name (replaced NA),Kenya,Cassia arereh Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Cassia,Cassia arereh,100,Cassia arereh,mwela ndathe,Kenya,V,cassia arereh,0,Accepted,scientific_name,mwela ndathe,mwela ndathe,both,Cassia arereh
340,Eriobotrya japonica,Kiundwa,FIREWOOD FODDER SHADE SOIL_FERTILITY CONSTRUCTION ,,FALSE,Kenya,kiundwa,local_name (replaced NA),Kenya,Eriobotrya japonica (Thunb.) Lindl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Rosales,Rosaceae,Rhaphiolepis,Rhaphiolepis bibas,100,Eriobotrya japonica,Kitunda,Kenya,R,eriobotrya japonica,0.076190476,Accepted,scientific_name,kiundwa,Kitunda,both,Eriobotrya japonica
341,Balanites aegyptiaca,Mululi,FIREWOOD SHADE SOIL_FERTILITY ,,FALSE,Kenya,mululi,local_name (replaced NA),Kenya,Balanites aegyptiaca (L.) Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Zygophyllales,Zygophyllaceae,Balanites,Balanites aegyptiaca,99,Balanites aegyptiaca,mululi,Kenya,V,balanites aegyptiaca,0,Accepted,scientific_name,kilului,Kilului,both,Balanites aegyptiaca
342,Azadirachta indica,Mwarobaini,FIREWOOD FODDER SHADE SOIL_FERTILITY CONSTRUCTION ,,FALSE,Kenya,mwarobaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0.040000000000000036,Accepted,scientific_name,mwarubaini,Mwarubaini,both,Azadirachta indica
343,Ficus sycomorus,Kivuti,FIREWOOD SOIL_FERTILITY SHADE ,furniture,FALSE,Kenya,kivuti,local_name (replaced NA),Kenya,Ficus sycomorus L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Moraceae,Ficus,Ficus sycomorus,100,Ficus sycomorus,kivuzi,Tanzania,R,ficus sycomorus,0.066666667,Accepted,scientific_name,mkuyu,mkuyu,both,Ficus sycomorus
344,Acacia mellifera,Muthiiya,FIREWOOD SOIL_FERTILITY CONSTRUCTION SHADE ,,FALSE,Kenya,muthiiya,local_name (replaced NA),Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,99,Acacia mellifera,Muthiia,Kenya,R,acacia mellifera,0.025000000000000022,Accepted,scientific_name,muthiia,Muthiia,both,Acacia mellifera
345,Balanites aegyptiaca,ndului,FIREWOOD SOIL_FERTILITY SHADE FRUITS ,,TRUE,Kenya,ndului,local_name (replaced NA),Kenya,Balanites aegyptiaca (L.) Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Zygophyllales,Zygophyllaceae,Balanites,Balanites aegyptiaca,99,Balanites aegyptiaca,ndului,Kenya,V,balanites aegyptiaca,0,Accepted,scientific_name,kilului,Kilului,both,Balanites aegyptiaca
346,Pouteria adolfi-friederici,munina,FIREWOOD SHADE CONSTRUCTION ,,FALSE,Kenya,munina,local_name (replaced NA),Kenya,Pouteria adolfi-friederici (Engl.) Baehni,SPECIES,ACCEPTED,Plantae,Tracheophyta,Ericales,Sapotaceae,Pouteria,Pouteria adolfi-friederici,96,Pouteria adolfi-friederici,Muna,Kenya,R,pouteria adolfifriedericii,0.077777778,Accepted,scientific_name,munina,Muna,both,Pouteria adolfi-friederici
347,Balanites aegyptiaca,kitului,FIREWOOD FRUITS SHADE ,,TRUE,Kenya,kitului,local_name (replaced NA),Kenya,Balanites aegyptiaca (L.) Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Zygophyllales,Zygophyllaceae,Balanites,Balanites aegyptiaca,99,Balanites aegyptiaca,kitului,Kenya,V,balanites aegyptiaca,0,Accepted,scientific_name,kilului,Kilului,both,Balanites aegyptiaca
348,Acacia mellifera,Muthiia,FIREWOOD SHADE CONSTRUCTION ,,FALSE,Kenya,muthiia,local_name (replaced NA),Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,99,Acacia mellifera,Muthiia,Kenya,R,acacia mellifera,0,Accepted,scientific_name,muthiia,Muthiia,both,Acacia mellifera
349,Acacia tortilis,wapugha,FIREWOOD SHADE ,,FALSE,Kenya,wapugha,local_name (replaced NA),Kenya,Acacia tortilis (Forssk.) Hayne,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia tortilis,97,Acacia tortilis,wapugha,Kenya,V,acacia tortillis,0,Accepted,scientific_name,wapugha,wapugha,both,Acacia tortilis
350,,mshigha,FIREWOOD SHADE MEDICINAL ,,FALSE,Kenya,mshigha,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
351,,mwalungombe,FIREWOOD SHADE ,,FALSE,Kenya,mwalungombe,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
352,,Kianzuki,SHADE FIREWOOD CONSTRUCTION ,,FALSE,Kenya,kianzuki,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
353,Croton megalocarpus,Kithulu,SHADE FIREWOOD CONSTRUCTION ,,FALSE,Kenya,kithulu,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Kithulu,Kenya,V,croton megalocarpus,0,Accepted,scientific_name,kithulu,Kithulu,both,Croton megalocarpus
354,,"K
Kamuvemba",SHADE FIREWOOD CONSTRUCTION ,,FALSE,Kenya,kkamuvemba,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
355,,kimwaa,FODDER FIREWOOD ,for fencing,FALSE,Kenya,kimwaa,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
356,Cassia arereh,mwela ndathe,MEDICINAL SHADE FIREWOOD CONSTRUCTION ,,FALSE,Kenya,mwela ndathe,local_name (replaced NA),Kenya,Cassia arereh Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Cassia,Cassia arereh,100,Cassia arereh,mwela ndathe,Kenya,V,cassia arereh,0,Accepted,scientific_name,mwela ndathe,mwela ndathe,both,Cassia arereh
357,Berchemia discolor,kisaaya,FODDER SHADE FIREWOOD FRUITS ,,TRUE,Kenya,kisaaya,local_name (replaced NA),Kenya,Berchemia discolor (Klotzsch) Hemsl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Rosales,Rhamnaceae,Phyllogeiton,Phyllogeiton discolor,100,Berchemia discolor,Kisaaya,Kenya,V,berchemia discolor,0,Accepted,scientific_name,kisaaya,Kisaaya,both,Berchemia discolor
358,,itungati,MEDICINAL FIREWOOD CONSTRUCTION ,,FALSE,Kenya,itungati,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
359,Acacia nilotica,kisemei,FODDER MEDICINAL FIREWOOD CONSTRUCTION ,for fencing,FALSE,Kenya,kisemei,local_name (replaced NA),Kenya,Acacia nilotica (L.) Willd. ex Delile,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia nilotica,99,Acacia nilotica,kisemei,Kenya,V,acacia nilotica,0,Accepted,scientific_name,musemei,musemei,both,Acacia nilotica
360,Acacia mellifera,muthiia,FODDER FIREWOOD CONSTRUCTION ,for fencing,FALSE,Kenya,muthiia,local_name (replaced NA),Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,99,Acacia mellifera,Muthiia,Kenya,R,acacia mellifera,0,Accepted,scientific_name,muthiia,Muthiia,both,Acacia mellifera
361,Neoboutonia macrocalyx,kithona,SHADE FIREWOOD ,,FALSE,Kenya,kithona,local_name (replaced NA),Kenya,Neoboutonia macrocalyx Pax,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Neoboutonia,Neoboutonia macrocalyx,100,Neoboutonia macrocalyx,Kiona,Uganda,R,neoboutonia macrocalyx,0.076190476,Accepted,scientific_name,kiongoa,Kiona,both,Neoboutonia macrocalyx
